"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"EIF5AL1"	8.45032948471768e-06	-0.0231710569516709	0.192	0.287	0.197534902034761	"2"	"EIF5AL1"
"RPA2"	8.45481074488564e-06	0.0120909383495935	0.224	0.337	0.197639655972447	"2"	"RPA2"
"GTF2I"	8.48256165950508e-06	-0.0611013486955615	0.397	0.555	0.198288361352591	"2"	"GTF2I"
"DUT"	8.59059844197345e-06	-0.0678795938528878	0.546	0.724	0.200813829179571	"2"	"DUT"
"MRPL2"	8.6769303346388e-06	0.014668103916001	0.203	0.306	0.202831923502517	"2"	"MRPL2"
"SGCB"	9.15748905778954e-06	0.0125597648598018	0.279	0.415	0.214065464214888	"2"	"SGCB"
"UBE2I"	9.20079756521164e-06	-0.0573112154379838	0.507	0.683	0.215077843884387	"2"	"UBE2I"
"PHF20L1"	9.28563016912991e-06	0.00332465761557899	0.206	0.309	0.217060890833581	"2"	"PHF20L1"
"NQO2"	9.36510809932315e-06	0.0111143104377691	0.186	0.283	0.218918766929778	"2"	"NQO2"
"STUB1"	9.40862049374585e-06	-0.0310947691571051	0.375	0.529	0.219935912661803	"2"	"STUB1"
"IPO5"	9.48683302422054e-06	-0.00744899731017945	0.168	0.257	0.221764208774179	"2"	"IPO5"
"TGFBR2"	9.55321346393861e-06	0.326418419951182	0.443	0.458	0.223315917933029	"2"	"TGFBR2"
"DTWD1"	9.55764255375897e-06	0.0111529717781684	0.259	0.384	0.22341945233667	"2"	"DTWD1"
"DDT"	9.62646631112315e-06	0.252264342894387	0.559	0.608	0.225028276488815	"2"	"DDT"
"NPEPPS"	9.81015476217907e-06	0.00222515313492649	0.198	0.295	0.229322177720698	"2"	"NPEPPS"
"NUDT21"	9.820642231467e-06	0.00718171623984598	0.193	0.292	0.229567332802773	"2"	"NUDT21"
"TSSC4"	9.908301819986e-06	0.0145256942259885	0.167	0.26	0.231616463343993	"2"	"TSSC4"
"MYCBP2"	1.00490010239419e-05	-0.000335041170746675	0.243	0.356	0.234905447935666	"2"	"MYCBP2"
"GLO1"	1.00858190224937e-05	0.00539555037623163	0.328	0.472	0.235766105469813	"2"	"GLO1"
"NFIC"	1.01935777633278e-05	0.245355326756838	0.632	0.698	0.238285073795551	"2"	"NFIC"
"TMEM109"	1.0210949686672e-05	-0.0156986441648425	0.333	0.485	0.238691159875645	"2"	"TMEM109"
"SMARCE1"	1.0322204190535e-05	0.0135056209802354	0.314	0.457	0.241291845157946	"2"	"SMARCE1"
"USP22"	1.07375278525222e-05	-0.00981453201862437	0.279	0.407	0.251000451080558	"2"	"USP22"
"SYNCRIP"	1.08724401856203e-05	-0.0396855470702329	0.333	0.48	0.25415416177906	"2"	"SYNCRIP"
"SNRNP200"	1.09048756499173e-05	0.014706770073225	0.181	0.276	0.254912373192466	"2"	"SNRNP200"
"SIVA1"	1.10237439121656e-05	0.250557636609774	0.562	0.613	0.257691037690783	"2"	"SIVA1"
"ST13"	1.12218263627596e-05	0.207355194307589	0.733	0.811	0.262321413055869	"2"	"ST13"
"PGLS"	1.12240464052677e-05	-0.0147350160873531	0.363	0.516	0.262373308769537	"2"	"PGLS"
"DHPS"	1.12287582969666e-05	-0.00885760821393977	0.205	0.305	0.262483453949892	"2"	"DHPS"
"SRP19"	1.12311118108223e-05	0.0235279367722763	0.258	0.384	0.262538469689782	"2"	"SRP19"
"RAD21"	1.13544269063288e-05	0.00828282314753326	0.29	0.425	0.265421083362342	"2"	"RAD21"
"MAP7D3"	1.1638097243637e-05	0.311667902976825	0.275	0.243	0.272052161167258	"2"	"MAP7D3"
"ANP32E"	1.1759054393685e-05	-0.0229350077159383	0.207	0.307	0.27487965550678	"2"	"ANP32E"
"ATP6V0D1"	1.18429712240081e-05	0.00937583021532395	0.252	0.369	0.276841295332413	"2"	"ATP6V0D1"
"BTF3"	1.19954719576166e-05	0.101499051814704	0.964	0.98	0.280406152481245	"2"	"BTF3"
"SERPINB6"	1.20824876257708e-05	0.00566491206101838	0.329	0.48	0.282440230740017	"2"	"SERPINB6"
"ACSL3"	1.21081679886434e-05	0.00739008815059644	0.175	0.265	0.283040534902528	"2"	"ACSL3"
"MRPL1"	1.21961018211064e-05	-0.00122878215615968	0.17	0.257	0.285096076170182	"2"	"MRPL1"
"PTGR1"	1.22914574089767e-05	0.00798515148410717	0.186	0.282	0.287325108392239	"2"	"PTGR1"
"MT-ND3"	1.26119229275981e-05	0.196186445266502	0.999	0.993	0.294816310355533	"2"	"MT-ND3"
"CSNK1A1"	1.27094056210026e-05	-0.0317818168145969	0.443	0.622	0.297095065796558	"2"	"CSNK1A1"
"VPS51"	1.28059198112967e-05	-0.0072505244689276	0.228	0.335	0.29935118150887	"2"	"VPS51"
"HSPB1"	1.28348361793243e-05	0.348518713438904	0.945	0.979	0.300027130527884	"2"	"HSPB1"
"MRPL19"	1.37778165625474e-05	0.00941437485417146	0.183	0.278	0.322070239966109	"2"	"MRPL19"
"RUVBL2"	1.41032337049157e-05	0.018236267926989	0.182	0.275	0.32967719108611	"2"	"RUVBL2"
"RPL10A"	1.42059491813253e-05	0.101523792775294	0.992	0.992	0.332078268062661	"2"	"RPL10A"
"PRPF40A"	1.43686390896039e-05	0.010000789777916	0.28	0.409	0.335881307358581	"2"	"PRPF40A"
"COX4I1"	1.46602508453385e-05	0.155664767956593	0.886	0.93	0.342698023760632	"2"	"COX4I1"
"SFPQ"	1.47504770339743e-05	0.280303888988951	0.512	0.551	0.344807151146184	"2"	"SFPQ"
"ATP5C1"	1.52880631373267e-05	-0.0806729626445499	0.596	0.763	0.357373763898148	"2"	"ATP5C1"
"C21orf33"	1.54444517480665e-05	0.010086579760062	0.213	0.32	0.361029504062803	"2"	"C21orf33"
"TRIP11"	1.54930752293099e-05	-0.0212388377600127	0.197	0.291	0.362166126560349	"2"	"TRIP11"
"PRKAA1"	1.55535561070828e-05	0.019394549705659	0.189	0.282	0.363579927559168	"2"	"PRKAA1"
"CHMP2B"	1.56303768639429e-05	-0.0128704275801499	0.352	0.504	0.36537568957153	"2"	"CHMP2B"
"DDX46"	1.56400510780562e-05	0.0227135024668358	0.286	0.416	0.365601834000641	"2"	"DDX46"
"HGSNAT"	1.56763042029079e-05	0.00962627669629978	0.225	0.329	0.366449287047175	"2"	"HGSNAT"
"FHL3"	1.57157069999621e-05	-0.00221461284647229	0.219	0.325	0.367370366831113	"2"	"FHL3"
"EXT2"	1.57696083695867e-05	-0.00292005518394822	0.17	0.26	0.368630365247458	"2"	"EXT2"
"PABPN1"	1.57891518461458e-05	-0.00342966740197803	0.287	0.416	0.369087213555503	"2"	"PABPN1"
"SNRPF"	1.62915298626829e-05	-0.053078901295647	0.508	0.685	0.380830802070075	"2"	"SNRPF"
"TOMM5"	1.6488950466667e-05	0.0112829450447107	0.184	0.276	0.385445706108808	"2"	"TOMM5"
"CCDC115"	1.70475012633279e-05	-0.000156396637626344	0.247	0.356	0.398502389531553	"2"	"CCDC115"
"PPHLN1"	1.72860285241734e-05	0.0124214352893518	0.269	0.396	0.404078202781077	"2"	"PPHLN1"
"NUB1"	1.75428305735456e-05	-0.0139354270817336	0.18	0.271	0.410081207487202	"2"	"NUB1"
"POP7"	1.77274355695329e-05	0.00999727811572498	0.183	0.273	0.414396533873401	"2"	"POP7"
"DNAJB9"	1.89133246032075e-05	0.00404993055257052	0.285	0.41	0.442117875924579	"2"	"DNAJB9"
"LAMTOR1"	1.91224084280856e-05	-0.0479592264406636	0.436	0.615	0.447005419414929	"2"	"LAMTOR1"
"SNRPA"	1.91335953872334e-05	0.00805187883578706	0.177	0.264	0.447266925771967	"2"	"SNRPA"
"SMC3"	1.92060415858519e-05	-0.0105177434149567	0.256	0.373	0.448960428110874	"2"	"SMC3"
"NCK1"	1.93038766691063e-05	0.0165050088033687	0.181	0.274	0.45124742101703	"2"	"NCK1"
"DERL2"	1.93146696941295e-05	-0.0171533967454904	0.258	0.371	0.451499718769971	"2"	"DERL2"
"ARPC5L"	1.97426324623258e-05	0.00439131759125	0.23	0.338	0.461503776439328	"2"	"ARPC5L"
"DIO3OS"	1.98629091611327e-05	0.315189967760249	0.309	0.284	0.464315364550637	"2"	"DIO3OS"
"MRPL22"	1.99379893244304e-05	-0.0211070525062722	0.285	0.406	0.466070438447884	"2"	"MRPL22"
"FUNDC2"	2.00414004240502e-05	0.286500547244296	0.451	0.475	0.468487776312599	"2"	"FUNDC2"
"COA3"	2.01378629640911e-05	0.00565128674590865	0.291	0.423	0.470742684648593	"2"	"COA3"
"ZFHX4"	2.03534114916653e-05	-0.00119386796289644	0.218	0.318	0.475781347029167	"2"	"ZFHX4"
"NCOR1"	2.0505861639775e-05	-0.00199299339832937	0.34	0.482	0.479345021691379	"2"	"NCOR1"
"PRKAR2A"	2.05460352766424e-05	0.000955087164008106	0.166	0.25	0.480284120626792	"2"	"PRKAR2A"
"RBBP4"	2.09712035700877e-05	0.00346997160389628	0.3	0.437	0.490222854654369	"2"	"RBBP4"
"NCBP2"	2.13501928644349e-05	-0.00739711946713206	0.236	0.343	0.49908210839903	"2"	"NCBP2"
"RPL7A"	2.15367641006127e-05	0.093559976367473	0.991	0.995	0.503443397615923	"2"	"RPL7A"
"MTPN"	2.18992668871259e-05	0.0167662228607942	0.339	0.492	0.511917262753456	"2"	"MTPN"
"CEP57"	2.2338011483848e-05	-0.00632771276372912	0.172	0.259	0.522173356446431	"2"	"CEP57"
"ATP6AP2"	2.25001132375814e-05	-0.0653334883555605	0.621	0.793	0.525962647041704	"2"	"ATP6AP2"
"ZNF148"	2.2569760513293e-05	0.00238633827091395	0.192	0.282	0.527590721758738	"2"	"ZNF148"
"SRP72"	2.27644734741288e-05	-0.013459556150021	0.369	0.52	0.532142331931234	"2"	"SRP72"
"NMT1"	2.28394993065341e-05	-0.00203329999522794	0.241	0.351	0.533896135789541	"2"	"NMT1"
"ACTR10"	2.30262636534997e-05	0.0143612353202225	0.344	0.495	0.53826193916421	"2"	"ACTR10"
"SUPT4H1"	2.31123249331326e-05	-0.00612958499104344	0.389	0.549	0.540273707636907	"2"	"SUPT4H1"
"ATP5D"	2.31267146946176e-05	0.179866167172328	0.768	0.837	0.54061008270138	"2"	"ATP5D"
"PFDN6"	2.31281682990995e-05	0.00281327968315648	0.243	0.356	0.54064406215975	"2"	"PFDN6"
"LMNA"	2.36239149133336e-05	0.456943337337252	0.824	0.906	0.552232635014087	"2"	"LMNA"
"PSMD3"	2.40448887136834e-05	-0.00795747058011465	0.231	0.339	0.562073318571064	"2"	"PSMD3"
"ERP29"	2.42038144088924e-05	-0.0560966326741468	0.46	0.636	0.565788365622268	"2"	"ERP29"
"PSMD9"	2.50581914317112e-05	0.0177377866864892	0.249	0.371	0.585760282907681	"2"	"PSMD9"
"C12orf10"	2.51001297003222e-05	0.00174136613789022	0.222	0.329	0.586740631874732	"2"	"C12orf10"
"C1orf123"	2.54843941750007e-05	0.0112492628976963	0.327	0.468	0.595723198234816	"2"	"C1orf123"
"TARDBP"	2.56950243927803e-05	0.00565032959165557	0.225	0.33	0.600646890205633	"2"	"TARDBP"
"ADSS"	2.60922119824338e-05	0.0074449961555616	0.172	0.258	0.609931547301371	"2"	"ADSS"
"NDUFB9"	2.65349869624897e-05	0.201574794387432	0.639	0.702	0.620281855235159	"2"	"NDUFB9"
"GOLGA4"	2.69127427755403e-05	-0.0227755563419851	0.329	0.469	0.62911227512103	"2"	"GOLGA4"
"U2AF2"	2.71187549890753e-05	0.0124407244806422	0.177	0.268	0.633928016624625	"2"	"U2AF2"
"DCAF7"	2.80106263607405e-05	0.009130968739892	0.172	0.26	0.65477640180867	"2"	"DCAF7"
"SRSF7"	2.85699106283731e-05	0.31615796180729	0.562	0.623	0.667850230848849	"2"	"SRSF7"
"CAPZA2"	3.05018040483683e-05	-0.0480642675782184	0.479	0.647	0.713010171434658	"2"	"CAPZA2"
"CD248"	3.05775942305969e-05	-0.0436714740049995	0.327	0.444	0.714781842734433	"2"	"CD248"
"PTPN12"	3.10939490780504e-05	0.0301233390851723	0.245	0.361	0.726852153648506	"2"	"PTPN12"
"GOLGB1"	3.17400948895854e-05	0.00990369415878722	0.318	0.451	0.741956458138948	"2"	"GOLGB1"
"ATF3"	3.18802276808404e-05	-0.20520365283517	0.246	0.328	0.745232202267325	"2"	"ATF3"
"BTF3L4"	3.29818238928727e-05	-0.0155382640097572	0.338	0.475	0.770983115319791	"2"	"BTF3L4"
"ABCF1"	3.34554006986734e-05	-0.00999707974570441	0.206	0.299	0.782053446732189	"2"	"ABCF1"
"PAPOLA"	3.40790069401263e-05	-0.0378595109907522	0.433	0.605	0.796630866232394	"2"	"PAPOLA"
"MYO1C"	3.43039975154459e-05	0.00440576363938949	0.298	0.425	0.801890245921064	"2"	"MYO1C"
"TCEAL8"	3.43434837810838e-05	-0.0459274190420786	0.564	0.733	0.802813276866615	"2"	"TCEAL8"
"ZNF358"	3.44816424642519e-05	0.0122844614133549	0.168	0.254	0.806042874244352	"2"	"ZNF358"
"DNAJB14"	3.51986916804361e-05	-0.0124390738499095	0.207	0.3	0.822804616721874	"2"	"DNAJB14"
"RPL34"	3.53905610524969e-05	0.0836497430496417	1	1	0.827289755163166	"2"	"RPL34"
"ORMDL1"	3.74321945812564e-05	0.00538493158292119	0.301	0.436	0.875014980531449	"2"	"ORMDL1"
"CLTA"	3.79096198687955e-05	0.185217841946814	0.683	0.753	0.886175274052965	"2"	"CLTA"
"RAB4A"	3.84828834902917e-05	0.0128697687911495	0.231	0.338	0.899575884469059	"2"	"RAB4A"
"TRAM1"	3.9421790026433e-05	-0.0712678682375019	0.553	0.711	0.921523763657899	"2"	"TRAM1"
"EI24"	4.08599371305095e-05	-0.00560522584367629	0.321	0.458	0.955141890362791	"2"	"EI24"
"PSAP"	4.09941653226601e-05	-0.0732516507400556	0.927	0.98	0.958279608582502	"2"	"PSAP"
"HES4"	4.2465578211748e-05	-0.00601463157436566	0.32	0.45	0.992675356277822	"2"	"HES4"
"PRMT1"	4.28196026454334e-05	-0.0519264099080574	0.424	0.583	1	"2"	"PRMT1"
"NDUFAB1"	4.32680946533482e-05	-0.0283810724604581	0.461	0.618	1	"2"	"NDUFAB1"
"C5orf24"	4.34328295546007e-05	0.0394213594370758	0.27	0.394	1	"2"	"C5orf24"
"NDUFA10"	4.42399246497922e-05	0.0339266287321556	0.273	0.396	1	"2"	"NDUFA10"
"SNHG9"	4.60092588677252e-05	0.0368950359549346	0.254	0.368	1	"2"	"SNHG9"
"DDIT3"	4.62254973797971e-05	-0.00163726359168181	0.252	0.358	1	"2"	"DDIT3"
"CCT5"	4.72527038555066e-05	0.0300117769187123	0.306	0.441	1	"2"	"CCT5"
"DHX29"	4.77148349376555e-05	-0.000559768456110499	0.247	0.353	1	"2"	"DHX29"
"RPS18"	4.83271747764595e-05	-0.0619430501259259	1	1	1	"2"	"RPS18"
"FUBP1"	4.97550343927039e-05	0.000545537856611711	0.197	0.288	1	"2"	"FUBP1"
"HSPA1B"	5.10823579289701e-05	1.27055734415853	0.353	0.33	1	"2"	"HSPA1B"
"CHTOP"	5.15774907241744e-05	0.0211088675324221	0.215	0.316	1	"2"	"CHTOP"
"ECM2"	5.20000505136923e-05	0.329600827571212	0.395	0.402	1	"2"	"ECM2"
"PSMD4"	5.23812622693704e-05	-0.00807375680762368	0.372	0.532	1	"2"	"PSMD4"
"OSTF1"	5.27545603283577e-05	0.0182757588924105	0.197	0.289	1	"2"	"OSTF1"
"C1orf198"	5.27551944857614e-05	0.00320151131673496	0.22	0.316	1	"2"	"C1orf198"
"METAP2"	5.29434111453478e-05	0.275772273375508	0.504	0.556	1	"2"	"METAP2"
"PAIP1"	5.34094054223653e-05	0.0152990056799613	0.274	0.401	1	"2"	"PAIP1"
"KMT2A"	5.36347834445391e-05	0.016026579711925	0.211	0.307	1	"2"	"KMT2A"
"CHD2"	5.38249054458441e-05	-0.0064119294070718	0.215	0.308	1	"2"	"CHD2"
"SH3YL1"	5.42278912415376e-05	0.296278986623957	0.251	0.223	1	"2"	"SH3YL1"
"TENC1"	5.42573966568425e-05	0.309243442127768	0.303	0.281	1	"2"	"TENC1"
"CDV3"	5.59983473302257e-05	0.0350131750061586	0.245	0.352	1	"2"	"CDV3"
"CRK"	5.7720412300055e-05	0.00925803677903603	0.223	0.322	1	"2"	"CRK"
"RTCB"	5.88087523291823e-05	0.0111370930731119	0.184	0.272	1	"2"	"RTCB"
"SVIL"	5.88756709427239e-05	0.0343172536259717	0.358	0.496	1	"2"	"SVIL"
"NELFE"	5.95215177211782e-05	-0.0168624050719336	0.283	0.399	1	"2"	"NELFE"
"SREK1"	5.97843294076489e-05	-0.0117300405747451	0.327	0.464	1	"2"	"SREK1"
"NSA2"	6.00179671610498e-05	-0.0383835779395785	0.426	0.589	1	"2"	"NSA2"
"RPS16"	6.00221537029449e-05	0.0823135742099925	0.994	0.997	1	"2"	"RPS16"
"TSR2"	6.1463971187913e-05	0.0195488837011654	0.167	0.25	1	"2"	"TSR2"
"ECHS1"	6.26218210564096e-05	-0.0234075238790462	0.348	0.487	1	"2"	"ECHS1"
"PPIE"	6.28375154144363e-05	0.0304151146154171	0.179	0.267	1	"2"	"PPIE"
"PIGP"	6.32398794978555e-05	0.0316027553496099	0.254	0.371	1	"2"	"PIGP"
"MARCH7"	6.39021235391472e-05	0.0153171339289825	0.187	0.277	1	"2"	"MARCH7"
"SUCLG2"	6.41445207445035e-05	0.0239850480268239	0.246	0.355	1	"2"	"SUCLG2"
"TMEM256"	6.58522133425544e-05	0.253431557191981	0.503	0.548	1	"2"	"TMEM256"
"COL4A2"	6.62984850742923e-05	-0.18978739211686	0.547	0.682	1	"2"	"COL4A2"
"SAMD4B"	6.65203459293586e-05	-0.0029550331215551	0.221	0.319	1	"2"	"SAMD4B"
"DNAJC1"	6.68038824065396e-05	0.00804213471337301	0.305	0.426	1	"2"	"DNAJC1"
"CLN5"	6.72882315129879e-05	0.0358958108157957	0.223	0.325	1	"2"	"CLN5"
"MCL1"	6.81169688003966e-05	0.137956514082658	0.73	0.78	1	"2"	"MCL1"
"HDDC2"	6.84635367924923e-05	0.30355567802331	0.433	0.468	1	"2"	"HDDC2"
"NASP"	6.98105934357189e-05	-0.00164949961571792	0.246	0.354	1	"2"	"NASP"
"EPS8"	7.02968719856183e-05	0.267533137761986	0.417	0.422	1	"2"	"EPS8"
"DNAJC2"	7.03331696077636e-05	0.0142646396458819	0.171	0.255	1	"2"	"DNAJC2"
"GNAQ"	7.05413648429984e-05	-0.00614963619405595	0.256	0.365	1	"2"	"GNAQ"
"SPINT2"	7.11066974848955e-05	0.00388800622718399	0.27	0.386	1	"2"	"SPINT2"
"HNRNPH2"	7.12620222241645e-05	-0.00484149665436884	0.352	0.507	1	"2"	"HNRNPH2"
"TMBIM6"	7.12753210987152e-05	0.179426725190539	0.801	0.886	1	"2"	"TMBIM6"
"TPRKB"	7.14626927402599e-05	-0.00230620074688814	0.225	0.322	1	"2"	"TPRKB"
"NDUFAF3"	7.32303054781882e-05	0.217409730579922	0.608	0.683	1	"2"	"NDUFAF3"
"UBL5"	7.40658490081831e-05	-0.086190327691825	0.848	0.931	1	"2"	"UBL5"
"TSG101"	7.96957197296753e-05	0.0146115833779052	0.271	0.388	1	"2"	"TSG101"
"SNAPIN"	7.96973518650581e-05	0.0210682423341084	0.185	0.271	1	"2"	"SNAPIN"
"TCEAL4"	8.00425797573439e-05	0.377697663838065	0.701	0.794	1	"2"	"TCEAL4"
"MAN1A2"	8.23429904259045e-05	0.0254403074957801	0.213	0.311	1	"2"	"MAN1A2"
"UBA52"	8.24941021961457e-05	0.108948593195662	0.987	0.991	1	"2"	"UBA52"
"APRT"	8.30318001360043e-05	-0.0468695723625689	0.563	0.725	1	"2"	"APRT"
"POLR2C"	8.52765958992521e-05	0.0270498708145152	0.228	0.332	1	"2"	"POLR2C"
"SNX2"	9.01673991794537e-05	0.0104529401596221	0.291	0.414	1	"2"	"SNX2"
"SLBP"	9.17298372502031e-05	0.0470378202364878	0.228	0.333	1	"2"	"SLBP"
"ST5"	9.22234325552234e-05	0.0207939936267423	0.281	0.398	1	"2"	"ST5"
"BUB3"	9.25707485052556e-05	0.0222811511307734	0.265	0.381	1	"2"	"BUB3"
"NT5C3B"	9.37278288383975e-05	0.00776309669636333	0.185	0.273	1	"2"	"NT5C3B"
"UXS1"	9.41901053272865e-05	0.00144885308508708	0.18	0.263	1	"2"	"UXS1"
"TUSC3"	9.43853451958037e-05	0.277926899957539	0.341	0.333	1	"2"	"TUSC3"
"LAMP2"	9.97657080691005e-05	-0.0306386642285024	0.443	0.605	1	"2"	"LAMP2"
"TMEM147"	0.000100802434896395	-0.0555284924255102	0.491	0.656	1	"2"	"TMEM147"
"C7orf55-LUC7L2"	0.000102648800206754	0.02889041848125	0.238	0.346	1	"2"	"C7orf55-LUC7L2"
"PDCD6IP"	0.000102732988509597	0.0190752755831831	0.266	0.381	1	"2"	"PDCD6IP"
"BZW1"	0.000102753558324259	-0.0276607796614863	0.473	0.645	1	"2"	"BZW1"
"MYO1B"	0.000103183366925027	0.0159107466382024	0.198	0.285	1	"2"	"MYO1B"
"WDR83OS"	0.000107325074113275	0.194421721009796	0.698	0.774	1	"2"	"WDR83OS"
"C1orf54"	0.000108517483933696	0.250825906642881	0.387	0.386	1	"2"	"C1orf54"
"SNRPB2"	0.000108760031508442	0.203555033658039	0.652	0.726	1	"2"	"SNRPB2"
"TIMM9"	0.000109229256913456	0.00922172679105915	0.249	0.359	1	"2"	"TIMM9"
"SGK1"	0.000109393677672264	-0.253302709252857	0.233	0.307	1	"2"	"SGK1"
"RSF1"	0.00010953965851995	0.0287208889766493	0.338	0.478	1	"2"	"RSF1"
"NR1H2"	0.000110716029694221	0.0171580126353771	0.204	0.294	1	"2"	"NR1H2"
"MTIF3"	0.000112575403992006	0.0237691015839614	0.312	0.442	1	"2"	"MTIF3"
"TOR1AIP2"	0.000113295243784424	0.0123860406068899	0.224	0.319	1	"2"	"TOR1AIP2"
"NDUFV3"	0.000113457271669126	0.0372419180713544	0.209	0.305	1	"2"	"NDUFV3"
"RNH1"	0.000113808651309311	0.217574636787052	0.641	0.715	1	"2"	"RNH1"
"TMEM126A"	0.000115248690478769	0.0413538131122736	0.204	0.297	1	"2"	"TMEM126A"
"NAA38"	0.000117374360065798	0.0016121790355389	0.404	0.571	1	"2"	"NAA38"
"SNRNP40"	0.000119382793887017	0.0191645839317184	0.176	0.258	1	"2"	"SNRNP40"
"NDUFA7.1"	0.000122544620020447	0.0338374925512836	0.218	0.311	1	"2"	"NDUFA7.1"
"SRSF2"	0.000123271737062969	-0.0168670570919829	0.558	0.74	1	"2"	"SRSF2"
"PSMD6"	0.000124482581946699	0.0301115069912464	0.227	0.328	1	"2"	"PSMD6"
"ALG5"	0.000124797458226939	0.0200920452449369	0.261	0.376	1	"2"	"ALG5"
"RNF115"	0.000125240308543451	0.29330763899319	0.35	0.349	1	"2"	"RNF115"
"CNIH4"	0.000129470457871668	0.00670632578485109	0.368	0.518	1	"2"	"CNIH4"
"MEF2C"	0.000129900942051068	-0.0166827484517364	0.186	0.264	1	"2"	"MEF2C"
"HADHB"	0.000130773599976629	0.00362751265301386	0.359	0.505	1	"2"	"HADHB"
"ACP1"	0.000133720652394341	0.0169998505597601	0.341	0.479	1	"2"	"ACP1"
"SLC9A3R2"	0.000134256081690781	0.295086262186776	0.353	0.347	1	"2"	"SLC9A3R2"
"LAP3"	0.000135996947200723	-0.00374521170104325	0.24	0.34	1	"2"	"LAP3"
"PRRC2C"	0.000140740080712823	-0.0451112254715196	0.457	0.613	1	"2"	"PRRC2C"
"FKBP1A"	0.000140898290921238	-0.0541466298186826	0.7	0.851	1	"2"	"FKBP1A"
"SDHD"	0.000141970753944058	0.235209641498536	0.509	0.55	1	"2"	"SDHD"
"TOP1"	0.000143269947921188	0.293999466148588	0.454	0.484	1	"2"	"TOP1"
"HINT2"	0.000145315393680872	0.0266435987176037	0.248	0.352	1	"2"	"HINT2"
"C1orf56"	0.000146167042165035	-0.0354113085433378	0.201	0.28	1	"2"	"C1orf56"
"TMA7"	0.000146889596315554	0.115647921774623	0.942	0.973	1	"2"	"TMA7"
"C1D"	0.000154988112805392	0.0316646023805081	0.289	0.413	1	"2"	"C1D"
"GNB2L1"	0.000156234778665534	0.0791499652140764	0.987	0.994	1	"2"	"GNB2L1"
"BBIP1"	0.000156276916407069	0.0148297440789383	0.182	0.264	1	"2"	"BBIP1"
"NDUFB4"	0.000156893805353235	0.148877257724852	0.772	0.844	1	"2"	"NDUFB4"
"SSB"	0.000167409619093509	0.223080145639022	0.628	0.694	1	"2"	"SSB"
"MKKS"	0.000170707214909535	0.0345770488036139	0.26	0.373	1	"2"	"MKKS"
"HNRNPA3"	0.000170708131794699	-0.055124507116004	0.588	0.772	1	"2"	"HNRNPA3"
"CD59"	0.000172590310015953	0.170757988545665	0.833	0.914	1	"2"	"CD59"
"ARGLU1"	0.000174766562171929	0.23235910465587	0.535	0.593	1	"2"	"ARGLU1"
"ADAM17"	0.000175487960815045	0.00137082441565617	0.212	0.301	1	"2"	"ADAM17"
"SURF1"	0.000177745426657422	0.0623293102767148	0.22	0.321	1	"2"	"SURF1"
"TBCA"	0.000180431856850156	0.164365190844492	0.781	0.859	1	"2"	"TBCA"
"COX7B"	0.000181580463568234	-0.0804270285177433	0.677	0.823	1	"2"	"COX7B"
"THBS4"	0.000181679040253347	-0.0681223950730387	0.192	0.258	1	"2"	"THBS4"
"CNBP"	0.000182517479795381	0.167261125493987	0.775	0.84	1	"2"	"CNBP"
"RBM6"	0.000184936506402532	0.0228958782509557	0.259	0.368	1	"2"	"RBM6"
"RP11-553L6.5"	0.000186003660610167	0.258817305758876	0.352	0.348	1	"2"	"RP11-553L6.5"
"MED19"	0.000187230063421237	0.0344919398076799	0.178	0.26	1	"2"	"MED19"
"GAMT"	0.000188694419138288	0.249450609870788	0.261	0.235	1	"2"	"GAMT"
"SMDT1"	0.000190986971649583	0.235027161425714	0.552	0.622	1	"2"	"SMDT1"
"ZNHIT1"	0.000191864055394513	-0.0693205867022937	0.564	0.731	1	"2"	"ZNHIT1"
"SNRPB"	0.000192752476400088	-0.024500415441655	0.469	0.637	1	"2"	"SNRPB"
"YME1L1"	0.000192985596100019	0.02153684500898	0.243	0.348	1	"2"	"YME1L1"
"PPIA"	0.000194580091954661	-0.0711612462884776	0.909	0.974	1	"2"	"PPIA"
"MRPL16"	0.000199444557726659	0.0368094691293219	0.189	0.276	1	"2"	"MRPL16"
"MDH2"	0.000199744288299768	-0.00703693757735857	0.402	0.548	1	"2"	"MDH2"
"PWP1"	0.000200068252778624	0.033589740018975	0.226	0.322	1	"2"	"PWP1"
"PTPRG"	0.000200136379568551	0.253530434273799	0.309	0.291	1	"2"	"PTPRG"
"IP6K2"	0.000205169426939229	0.272012748327831	0.413	0.429	1	"2"	"IP6K2"
"ZKSCAN1"	0.000213595494638719	0.0349668601911698	0.259	0.365	1	"2"	"ZKSCAN1"
"PPP1CB"	0.000214263490568774	-0.0154407337340123	0.507	0.673	1	"2"	"PPP1CB"
"PHAX"	0.000217824245995759	0.0359585173081212	0.196	0.284	1	"2"	"PHAX"
"RNPS1"	0.000221865468191287	0.000924926524174419	0.353	0.497	1	"2"	"RNPS1"
"PJA2"	0.000225327032766342	0.0284938377359051	0.283	0.404	1	"2"	"PJA2"
"TIMM13"	0.00023286243425846	-0.00229659485545586	0.43	0.59	1	"2"	"TIMM13"
"PPP6C"	0.000236914403298183	0.0431824333101172	0.181	0.262	1	"2"	"PPP6C"
"RPS4X"	0.000241745359254633	0.0953446617571529	1	0.999	1	"2"	"RPS4X"
